,type,date,LocationX,LocationY,value
188,soil moisture @ 10cm depth,2019-01-14T22:15:00Z,265644.653,99085.58,39.280000000000
189,soil moisture @ 10cm depth,2019-01-14T22:30:00Z,265644.653,99085.58,39.320000000000
190,soil moisture @ 10cm depth,2019-01-14T22:45:00Z,265644.653,99085.58,39.300000000000
191,soil moisture @ 10cm depth,2019-01-14T23:00:00Z,265644.653,99085.58,39.280000000000
192,soil moisture @ 10cm depth,2019-01-14T23:15:00Z,265644.653,99085.58,39.300000000000
193,soil moisture @ 10cm depth,2019-01-14T23:30:00Z,265644.653,99085.58,39.300000000000
194,soil moisture @ 10cm depth,2019-01-14T23:45:00Z,265644.653,99085.58,39.320000000000
195,soil moisture @ 10cm depth,2019-01-15T00:00:00Z,265644.653,99085.58,39.320000000000
196,soil moisture @ 10cm depth,2019-01-15T00:15:00Z,265644.653,99085.58,39.320000000000
197,soil moisture @ 10cm depth,2019-01-15T00:30:00Z,265644.653,99085.58,39.280000000000
198,soil moisture @ 10cm depth,2019-01-15T00:45:00Z,265644.653,99085.58,39.240000000000
199,soil moisture @ 10cm depth,2019-01-15T01:00:00Z,265644.653,99085.58,39.280000000000
200,precipitation,2019-01-15T01:15:00Z,265644.653,99085.58,0.000000000000
201,precipitation,2019-01-15T01:30:00Z,265644.653,99085.58,0.000000000000
202,precipitation,2019-01-15T01:45:00Z,265644.653,99085.58,0.000000000000
203,precipitation,2019-01-15T02:00:00Z,265644.653,99085.58,0.000000000000
204,precipitation,2019-01-15T02:15:00Z,265644.653,99085.58,0.000000000000
205,precipitation,2019-01-15T02:30:00Z,265644.653,99085.58,0.000000000000
206,precipitation,2019-01-15T02:45:00Z,265644.653,99085.58,0.000000000000
207,precipitation,2019-01-15T03:00:00Z,265644.653,99085.58,0.000000000000
208,precipitation,2019-01-15T03:15:00Z,265644.653,99085.58,0.000000000000
209,precipitation,2019-01-15T03:30:00Z,265644.653,99085.58,0.000000000000
210,precipitation,2019-01-15T03:45:00Z,265644.653,99085.58,0.000000000000
211,precipitation,2019-01-15T04:00:00Z,265644.653,99085.58,0.000000000000
212,precipitation,2019-01-15T04:15:00Z,265644.653,99085.58,0.000000000000
213,precipitation,2019-01-15T04:30:00Z,265644.653,99085.58,0.000000000000
214,precipitation,2019-01-15T04:45:00Z,265644.653,99085.58,0.000000000000
215,precipitation,2019-01-15T05:00:00Z,265644.653,99085.58,0.000000000000
216,precipitation,2019-01-15T05:15:00Z,265644.653,99085.58,0.000000000000
217,precipitation,2019-01-15T05:30:00Z,265644.653,99085.58,0.000000000000
218,precipitation,2019-01-15T05:45:00Z,265644.653,99085.58,0.000000000000
219,precipitation,2019-01-15T06:00:00Z,265644.653,99085.58,0.000000000000
220,precipitation,2019-01-15T06:15:00Z,265644.653,99085.58,0.000000000000
221,precipitation,2019-01-15T06:30:00Z,265644.653,99085.58,0.000000000000
222,precipitation,2019-01-15T06:45:00Z,265644.653,99085.58,0.000000000000
223,precipitation,2019-01-15T07:00:00Z,265644.653,99085.58,0.000000000000
224,precipitation,2019-01-15T07:15:00Z,265644.653,99085.58,0.000000000000
225,soil moisture @ 10cm depth,2019-01-15T01:15:00Z,265644.653,99085.58,39.240000000000
226,soil moisture @ 10cm depth,2019-01-15T01:30:00Z,265644.653,99085.58,39.240000000000
227,soil moisture @ 10cm depth,2019-01-15T01:45:00Z,265644.653,99085.58,39.240000000000
228,soil moisture @ 10cm depth,2019-01-15T02:00:00Z,265644.653,99085.58,39.300000000000
229,soil moisture @ 10cm depth,2019-01-15T02:15:00Z,265644.653,99085.58,39.280000000000
230,soil moisture @ 10cm depth,2019-01-15T02:30:00Z,265644.653,99085.58,39.280000000000
231,soil moisture @ 10cm depth,2019-01-15T02:45:00Z,265644.653,99085.58,39.300000000000
232,soil moisture @ 10cm depth,2019-01-15T03:00:00Z,265644.653,99085.58,39.280000000000
233,soil moisture @ 10cm depth,2019-01-15T03:15:00Z,265644.653,99085.58,39.280000000000
234,soil moisture @ 10cm depth,2019-01-15T03:30:00Z,265644.653,99085.58,39.240000000000
235,soil moisture @ 10cm depth,2019-01-15T03:45:00Z,265644.653,99085.58,39.240000000000
236,soil moisture @ 10cm depth,2019-01-15T04:00:00Z,265644.653,99085.58,39.240000000000
237,soil moisture @ 10cm depth,2019-01-15T04:15:00Z,265644.653,99085.58,39.240000000000
238,soil moisture @ 10cm depth,2019-01-15T04:30:00Z,265644.653,99085.58,39.280000000000
239,soil moisture @ 10cm depth,2019-01-15T04:45:00Z,265644.653,99085.58,39.300000000000
240,soil moisture @ 10cm depth,2019-01-15T05:00:00Z,265644.653,99085.58,39.280000000000
241,soil moisture @ 10cm depth,2019-01-15T05:15:00Z,265644.653,99085.58,39.280000000000
242,soil moisture @ 10cm depth,2019-01-15T05:30:00Z,265644.653,99085.58,39.280000000000
243,soil moisture @ 10cm depth,2019-01-15T05:45:00Z,265644.653,99085.58,39.280000000000
244,soil moisture @ 10cm depth,2019-01-15T06:00:00Z,265644.653,99085.58,39.280000000000
245,soil moisture @ 10cm depth,2019-01-15T06:15:00Z,265644.653,99085.58,39.280000000000
246,soil moisture @ 10cm depth,2019-01-15T06:30:00Z,265644.653,99085.58,39.280000000000
247,soil moisture @ 10cm depth,2019-01-15T06:45:00Z,265644.653,99085.58,39.280000000000
248,soil moisture @ 10cm depth,2019-01-15T07:00:00Z,265644.653,99085.58,39.280000000000
249,soil moisture @ 10cm depth,2019-01-15T07:15:00Z,265644.653,99085.58,39.280000000000
250,precipitation,2019-01-15T07:30:00Z,265644.653,99085.58,0.000000000000
251,precipitation,2019-01-15T07:45:00Z,265644.653,99085.58,0.000000000000
252,precipitation,2019-01-15T08:00:00Z,265644.653,99085.58,0.000000000000
253,precipitation,2019-01-15T08:15:00Z,265644.653,99085.58,0.000000000000
254,precipitation,2019-01-15T08:30:00Z,265644.653,99085.58,0.000000000000
255,precipitation,2019-01-15T08:45:00Z,265644.653,99085.58,0.000000000000
256,precipitation,2019-01-15T09:00:00Z,265644.653,99085.58,0.000000000000
257,precipitation,2019-01-15T09:15:00Z,265644.653,99085.58,0.000000000000
258,precipitation,2019-01-15T09:30:00Z,265644.653,99085.58,0.000000000000
259,precipitation,2019-01-15T09:45:00Z,265644.653,99085.58,0.000000000000
260,precipitation,2019-01-15T10:00:00Z,265644.653,99085.58,0.000000000000
261,precipitation,2019-01-15T10:15:00Z,265644.653,99085.58,0.000000000000
262,precipitation,2019-01-15T10:30:00Z,265644.653,99085.58,0.000000000000
263,precipitation,2019-01-15T10:45:00Z,265644.653,99085.58,0.000000000000
264,precipitation,2019-01-15T11:00:00Z,265644.653,99085.58,0.000000000000
265,precipitation,2019-01-15T11:15:00Z,265644.653,99085.58,0.000000000000
266,precipitation,2019-01-15T11:30:00Z,265644.653,99085.58,0.000000000000
267,precipitation,2019-01-15T11:45:00Z,265644.653,99085.58,0.000000000000
268,precipitation,2019-01-15T12:00:00Z,265644.653,99085.58,0.000000000000
269,precipitation,2019-01-15T12:15:00Z,265644.653,99085.58,0.000000000000
270,precipitation,2019-01-15T12:30:00Z,265644.653,99085.58,0.000000000000
271,precipitation,2019-01-15T12:45:00Z,265644.653,99085.58,0.000000000000
272,precipitation,2019-01-15T13:00:00Z,265644.653,99085.58,0.000000000000
273,precipitation,2019-01-15T13:15:00Z,265644.653,99085.58,0.000000000000
274,precipitation,2019-01-15T13:30:00Z,265644.653,99085.58,0.000000000000
275,soil moisture @ 10cm depth,2019-01-15T07:30:00Z,265644.653,99085.58,39.280000000000
276,soil moisture @ 10cm depth,2019-01-15T07:45:00Z,265644.653,99085.58,39.280000000000
277,soil moisture @ 10cm depth,2019-01-15T08:00:00Z,265644.653,99085.58,39.280000000000
278,soil moisture @ 10cm depth,2019-01-15T08:15:00Z,265644.653,99085.58,39.280000000000
279,soil moisture @ 10cm depth,2019-01-15T08:30:00Z,265644.653,99085.58,39.300000000000
280,soil moisture @ 10cm depth,2019-01-15T08:45:00Z,265644.653,99085.58,39.300000000000
281,soil moisture @ 10cm depth,2019-01-15T09:00:00Z,265644.653,99085.58,39.300000000000
282,soil moisture @ 10cm depth,2019-01-15T09:15:00Z,265644.653,99085.58,39.300000000000
283,soil moisture @ 10cm depth,2019-01-15T09:30:00Z,265644.653,99085.58,39.300000000000
284,soil moisture @ 10cm depth,2019-01-15T09:45:00Z,265644.653,99085.58,39.300000000000
285,soil moisture @ 10cm depth,2019-01-15T10:00:00Z,265644.653,99085.58,39.300000000000
286,soil moisture @ 10cm depth,2019-01-15T10:15:00Z,265644.653,99085.58,39.320000000000
287,soil moisture @ 10cm depth,2019-01-15T10:30:00Z,265644.653,99085.58,39.320000000000
288,soil moisture @ 10cm depth,2019-01-15T10:45:00Z,265644.653,99085.58,39.300000000000
289,soil moisture @ 10cm depth,2019-01-15T11:00:00Z,265644.653,99085.58,39.320000000000
290,soil moisture @ 10cm depth,2019-01-15T11:15:00Z,265644.653,99085.58,39.300000000000
291,soil moisture @ 10cm depth,2019-01-15T11:30:00Z,265644.653,99085.58,39.300000000000
292,soil moisture @ 10cm depth,2019-01-15T11:45:00Z,265644.653,99085.58,39.280000000000
293,soil moisture @ 10cm depth,2019-01-15T12:00:00Z,265644.653,99085.58,39.320000000000
294,soil moisture @ 10cm depth,2019-01-15T12:15:00Z,265644.653,99085.58,39.320000000000
295,soil moisture @ 10cm depth,2019-01-15T12:30:00Z,265644.653,99085.58,39.320000000000
296,soil moisture @ 10cm depth,2019-01-15T12:45:00Z,265644.653,99085.58,39.320000000000
297,soil moisture @ 10cm depth,2019-01-15T13:00:00Z,265644.653,99085.58,39.320000000000
298,soil moisture @ 10cm depth,2019-01-15T13:15:00Z,265644.653,99085.58,39.340000000000
299,soil moisture @ 10cm depth,2019-01-15T13:30:00Z,265644.653,99085.58,39.320000000000
300,precipitation,2019-01-15T13:45:00Z,265644.653,99085.58,0.000000000000
301,precipitation,2019-01-15T14:00:00Z,265644.653,99085.58,0.000000000000
302,precipitation,2019-01-15T14:15:00Z,265644.653,99085.58,0.000000000000
303,precipitation,2019-01-15T14:30:00Z,265644.653,99085.58,0.000000000000
304,precipitation,2019-01-15T14:45:00Z,265644.653,99085.58,0.000000000000
305,precipitation,2019-01-15T15:00:00Z,265644.653,99085.58,0.000000000000
306,precipitation,2019-01-15T15:15:00Z,265644.653,99085.58,0.000000000000
307,precipitation,2019-01-15T15:30:00Z,265644.653,99085.58,0.000000000000
308,precipitation,2019-01-15T15:45:00Z,265644.653,99085.58,0.000000000000
309,precipitation,2019-01-15T16:00:00Z,265644.653,99085.58,0.000000000000
310,precipitation,2019-01-15T16:15:00Z,265644.653,99085.58,0.000000000000
311,precipitation,2019-01-15T16:30:00Z,265644.653,99085.58,0.000000000000
312,precipitation,2019-01-15T16:45:00Z,265644.653,99085.58,0.000000000000
313,precipitation,2019-01-15T17:00:00Z,265644.653,99085.58,0.000000000000
314,precipitation,2019-01-15T17:15:00Z,265644.653,99085.58,0.000000000000
315,precipitation,2019-01-15T17:30:00Z,265644.653,99085.58,0.000000000000
316,precipitation,2019-01-15T17:45:00Z,265644.653,99085.58,0.000000000000
317,precipitation,2019-01-15T18:00:00Z,265644.653,99085.58,0.000000000000
318,precipitation,2019-01-15T18:15:00Z,265644.653,99085.58,0.000000000000
319,precipitation,2019-01-15T18:30:00Z,265644.653,99085.58,0.000000000000
320,precipitation,2019-01-15T18:45:00Z,265644.653,99085.58,0.000000000000
321,precipitation,2019-01-15T19:00:00Z,265644.653,99085.58,0.000000000000
322,precipitation,2019-01-15T19:15:00Z,265644.653,99085.58,0.000000000000
